,Winery,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm)
7638,Foodies winery US,276.885,1020.4425,71.7725,0.19
7639,Peninsula winery US,265.975,1016.24,76.25,0.0075
7640,Shed Horn Cellars winery US,281.03249999999997,1018.5,79.155,0.0775
7641,Hideaway Creek winery US,277.1825,1020.1425,77.925,0.1875
7642,Arkenstone winery US,281.03249999999997,1018.5,79.155,0.0775
7643,Echo Ridge winery US,269.095,1001.7425,80.53,0.065
7644,Quinta do Vallado winery Portugal,284.04,1021.5799999999999,85.51750000000001,0.085
7645,Rose & Son winery US,265.975,1016.24,76.25,0.0075
7646,Kathy Lynskey winery New Zealand,290.48,1011.495,78.5125,0.145
7647,Sirena Dunarii winery Romania,272.25,1012.1524999999999,80.7575,0.0225
7648,Domaine de la Chapelle Saint-Victor winery France,280.17249999999996,1016.2225,76.175,0.027500000000000004
7649,Avontuur winery South Africa,293.11,1003.365,66.9275,0.255
7650,Mariell winery Austria,274.24749999999995,1016.4425,79.965,0.295
7651,Williams & Heim winery US,282.455,1018.11,57.62,0.0175
7652,Jean-Paul Picard winery France,278.405,1019.5975,90.47500000000001,0.0625
7653,Tenuta di Angoris winery Italy,277.61,1016.7075,79.6325,0.14750000000000002
7654,Curran winery US,285.08,1018.895,58.4075,0.01
7655,Elements of Sonoma winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
7656,Reif Estate winery Canada,270.7925,1015.5975000000001,77.225,0.07500000000000001
7657,Suter winery Argentina,295.40749999999997,942.7025,35.68000000000001,0.0375
7658,Half Mile Creek winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
7659,Calliope winery Canada,268.86750000000006,1008.4449999999999,83.86,0.030000000000000002
7660,Prince de Tabourg winery France,278.945,1021.86,84.17,0.0625
7661,Adoquin winery Argentina,296.04,971.94,46.01,0.0125
7662,Audrey et Christine Binner winery France,276.885,1020.4425,71.7725,0.19
7663,Quinta da Sequeira winery Portugal,284.04,1021.5799999999999,85.51750000000001,0.085
7664,Rainier Ridge winery US,276.345,1019.4475,87.015,0.16
7665,Fantesca winery US,281.03249999999997,1018.5,79.155,0.0775
7666,Nicolas Maillet winery France,277.3075,1019.2425,81.31,0.0925
7667,Domaine Seilly winery France,275.945,1014.6075,86.3125,0.1975
7668,Château de la Tuilerie winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
7669,Pacific Flyway winery US,277.375,1020.0125,79.19749999999999,0.23500000000000001
7670,Domaine Daniel Dugois winery France,275.75,1017.125,87.71249999999999,0.1625
7671,Karlsmühle winery Germany,275.71,1014.9425,92.215,0.135
7672,Three winery US,280.0625,1020.4075,75.7475,0.08249999999999999
7673,Three of Cups winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
7674,Cave de Rauzan winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7675,Château de Belcier winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7676,Château de Piote winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7677,Château Haut Bessac winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7678,Kathryn Hall Vineyards winery US,281.03249999999997,1018.5,79.155,0.0775
7679,Domaine Jean-Philippe Fichet winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7680,Domeniile Sahateni winery Romania,272.245,1020.6450000000001,84.085,0.005
7681,Rumelia Wine Cellar winery Bulgaria,273.6875,1018.9525,77.76750000000001,0.01
7682,Domaine Grand St Paul winery France,280.355,1010.9225,69.8325,0.115
7683,Siren Song winery US,269.095,1001.7425,80.53,0.065
7684,Old Acre Wines winery US,280.7575,1020.3425,73.895,0.10250000000000001
7685,Loubud winery US,285.08,1018.895,58.4075,0.01
7686,Elements winery US,271.15500000000003,1015.9375,78.5625,0.095
7687,Kettle Valley winery Canada,268.86750000000006,1008.4449999999999,83.86,0.030000000000000002
7688,Tantalus winery Canada,268.86750000000006,1008.4449999999999,83.86,0.030000000000000002
7689,Armitage winery US,277.1825,1020.1425,77.925,0.1875
7690,Bouké winery US,276.885,1020.4425,71.7725,0.19
7691,Ginestet winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7692,Al winery US,280.515,1019.8025,75.23249999999999,0.2625
7693,CC Pachyderm winery US,281.03249999999997,1018.5,79.155,0.0775
7694,Enoteca Five winery US,281.6275,1018.985,73.14750000000001,0.0775
7695,Germano Ettore winery Italy,275.60249999999996,1016.3375000000001,79.03999999999999,0.07
7696,Pascal Granger winery France,277.3075,1019.2425,81.31,0.0925
7697,Domaine des Hauts Châssis winery France,277.115,1020.585,82.14,0.055
7698,Turchi winery US,275.60249999999996,1016.3375000000001,79.03999999999999,0.07
7699,Red Mare winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
7700,Clos Marguerite winery New Zealand,290.48,1011.495,78.5125,0.145
7701,Gallo Estate winery US,280.02750000000003,1020.2625,75.495,0.035
7702,Pyrenees winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
7703,Point Concepción winery US,285.08,1018.895,58.4075,0.01
7704,Frogmore Creek winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7705,Baglio di Pianetto winery Italy,285.8925,1021.18,72.9875,0.0375
7706,Konzelmann winery Canada,270.7925,1015.5975000000001,77.225,0.07500000000000001
7707,Cruz de Piedra winery Spain,284.84000000000003,1016.2525,73.7225,0.0375
7708,Fiddlehead Cellars winery US,285.08,1018.895,58.4075,0.01
7709,Domaine Les Hauts de Mercurol winery France,277.115,1020.585,82.14,0.055
7710,Awning winery Chile,276.885,1020.4425,71.7725,0.19
7711,Crave winery US,272.165,1016.14,71.2475,0.135
7712,Castell d'Encus winery Spain,279.01000000000005,1013.3199999999999,81.4925,0.0125
7713,Juliet winery US,276.885,1020.4425,71.7725,0.19
7714,Merino winery Chile,292.86749999999995,996.51,48.405,0.0
7715,Mia Bea winery US,281.03249999999997,1018.5,79.155,0.0775
7716,Domaine Laurens winery France,282.0174999999999,1014.2975,63.565,0.0075
7717,Erich & Walter Polz winery Austria,272.28499999999997,1017.4375,86.8775,0.027500000000000004
7718,Cape Barren winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
7719,Coiron winery Argentina,290.84250000000003,1004.825,48.0675,0.015000000000000001
7720,Viñas de Vila winery Argentina,296.04,971.94,46.01,0.0125
7721,Selaks winery New Zealand,291.85249999999996,1012.8599999999999,83.14500000000001,0.1575
7722,Arínzano winery Spain,278.94500000000005,1012.1175000000001,80.2525,0.052500000000000005
7723,Finca Jakue winery Spain,277.01,990.7149999999999,83.1275,0.0825
7724,Upsidedown winery US,276.885,1020.4425,71.7725,0.19
7725,Nico winery US,280.64250000000004,1013.5674999999999,80.5025,0.0475
7726,Lazo winery Chile,282.145,1019.67,71.3375,0.0475
7727,Fife winery US,276.345,1019.4475,87.015,0.16
7728,Spotted Owl winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
7729,Château la Grave winery France,282.0174999999999,1014.2975,63.565,0.0075
7730,Viña Marty winery Chile,292.86749999999995,996.51,48.405,0.0
7731,Château Pins des Dunes winery France,271.33000000000004,1016.3325,80.11999999999999,0.1175
7732,Château Renard winery France,278.405,1019.5975,90.47500000000001,0.0625
7733,Kasia winery US,276.36,1019.435,81.0675,0.1475
7734,De Alberto winery Spain,277.01,990.7149999999999,83.1275,0.0825
7735,Mapreco winery Portugal,277.855,1019.3675000000001,72.9025,0.355
7736,Cantina Tudernum winery Italy,278.1475,1014.4449999999999,81.8675,0.1825
7737,Cool Woods winery Australia,276.885,1020.4425,71.7725,0.19
7738,Quinson Fils winery France,281.9275,1019.2825,79.215,0.052500000000000005
7739,Gandona winery US,281.03249999999997,1018.5,79.155,0.0775
7740,Bryant Family winery US,281.03249999999997,1018.5,79.155,0.0775
7741,Vega del Castillo winery Spain,280.6225,1011.3725000000001,89.65,0.1625
7742,Fern Ridge winery New Zealand,291.85249999999996,1012.8599999999999,83.14500000000001,0.1575
7743,Domaine Viticole de la Ville de Colmar winery France,275.945,1014.6075,86.3125,0.1975
7744,Plush winery US,276.885,1020.4425,71.7725,0.19
7745,McClean X winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
7746,Château Tour du Moulin winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7747,Bodega Familia Barberis winery Argentina,296.04,971.94,46.01,0.0125
7748,Grandissime winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7749,Tucumen winery Argentina,298.2375,996.875,71.0475,0.0625
7750,Maison Belle Claire winery France,284.71500000000003,1019.8025,80.5475,0.16
7751,Insomnia winery US,272.25250000000005,1020.925,75.6575,0.08000000000000002
7752,Cordant winery US,282.145,1019.67,71.3375,0.0475
7753,Domaine les Fouques winery France,281.9275,1019.2825,79.215,0.052500000000000005
7754,Allandale winery Australia,296.47,1012.5475,75.70249999999999,0.0975
7755,Laborie winery South Africa,293.11,1003.365,66.9275,0.255
7756,Hopkins Vineyard winery US,271.985,1015.9549999999999,70.4275,0.14
7757,Greg Norman Estates winery Australia,280.2075,1019.7475,75.9525,0.245
7758,Yaffo winery Israel,285.2525,1010.8775,73.86999999999999,0.07500000000000001
7759,Valerie Hill winery US,275.39,1018.99,70.985,0.10500000000000001
7760,Ballast Stone Estate Wines winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
7761,Holzapfel winery Austria,274.24749999999995,1016.4425,79.965,0.295
7762,Rooiberg winery South Africa,292.28999999999996,973.66,60.6,0.0225
7763,Rotta winery US,282.145,1019.67,71.3375,0.0475
7764,Chateau Côte Nord winery US,278.52250000000004,1020.2625,76.66,0.2225
7765,Domaine de Chevalier winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7766,Famille Hauller winery France,275.945,1014.6075,86.3125,0.1975
7767,Lois Rae winery US,268.9825,1019.09,79.855,0.04
7768,Toccata winery US,285.08,1018.895,58.4075,0.01
7769,Jellybean Wines winery US,276.885,1020.4425,71.7725,0.19
7770,Sylvain Dussort winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7771,Cobblestone winery New Zealand,284.3625,1018.6750000000001,54.25,0.0175
7772,Laudet winery France,280.6375,1023.2925,80.835,0.1125
7773,Marqués de Riscal winery Spain,277.83250000000004,1016.2874999999999,81.91,0.0475
7774,Dancing Coyote winery US,280.23,1020.2149999999999,75.69,0.055
7775,Domaine de Ballade winery France,277.375,1020.0125,79.19749999999999,0.23500000000000001
7776,Uvaggio winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
7777,Woodstock Collection winery US,270.72499999999997,1014.9599999999999,71.7525,0.135
7778,Weibel Family winery US,280.23,1020.2149999999999,75.69,0.055
7779,Freedom Run winery US,271.1175,1015.8549999999999,75.9225,0.095
7780,Jacquart winery France,278.11,1018.305,89.99,0.08
7781,Devaux winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7782,Unparalleled winery New Zealand,290.48,1011.495,78.5125,0.145
7783,Domaine de Bendel winery France,280.355,1010.9225,69.8325,0.115
7784,Domaine de Pellehaut winery France,278.945,1021.86,84.17,0.0625
7785,Casey Flat Ranch winery US,281.03249999999997,1018.5,79.155,0.0775
7786,Winery by the Creek winery US,280.0375,1020.4000000000001,73.5425,0.07
7787,Medanos winery Argentina,295.8425,1012.495,54.995,0.05
7788,Mattucci winery US,285.03749999999997,1018.05,69.39250000000001,0.04
7789,The Colonial Estate winery Australia,277.375,1020.0125,79.19749999999999,0.23500000000000001
7790,Site winery US,276.885,1020.4425,71.7725,0.19
7791,Eldridge Estate winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7792,Keegan winery US,281.03249999999997,1018.5,79.155,0.0775
7793,Blessing winery US,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
7794,Semper winery US,276.885,1020.4425,71.7725,0.19
7795,Le Ragose winery Italy,275.7675,1016.0975000000001,83.08749999999999,0.11
7796,Quinta do Crasto winery Portugal,284.04,1021.5799999999999,85.51750000000001,0.085
7797,Avancia winery Spain,280.6225,1011.3725000000001,89.65,0.1625
7798,Rocland Estate winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
7799,Catacula winery US,281.03249999999997,1018.5,79.155,0.0775
7800,Concilio winery Italy,271.93,990.155,75.185,0.1275
7801,Domaine Danica winery US,276.885,1020.4425,71.7725,0.19
7802,Seufert winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
7803,Moffett winery US,281.03249999999997,1018.5,79.155,0.0775
7804,Barefoot Refresh winery US,276.885,1020.4425,71.7725,0.19
7805,Muratie winery South Africa,293.11,1003.365,66.9275,0.255
7806,H. Blin winery France,278.11,1018.305,89.99,0.08
7807,We Are Sonoma winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
7808,Parker winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7809,Le Vigne di Ca' Nova winery Italy,275.60249999999996,1016.3375000000001,79.03999999999999,0.07
7810,Domaine Perzinsky winery France,281.9275,1019.2825,79.215,0.052500000000000005
7811,Marchand & Burch winery Australia,297.0025,1011.905,49.605000000000004,0.022500000000000003
7812,Château de Landué winery France,278.52250000000004,1020.2625,76.66,0.2225
7813,Maple Ridge winery US,271.47999999999996,1017.2825,77.0975,0.15000000000000002
7814,Old House winery US,275.5325,1019.0400000000001,71.025,0.125
7815,Bully Hill winery US,271.15500000000003,1015.9375,78.5625,0.095
7816,Kosta Browne winery US,281.03249999999997,1018.5,79.155,0.0775
7817,Ormonde winery South Africa,293.3725,999.5225,63.790000000000006,0.105
7818,Origin winery US,268.86750000000006,1008.4449999999999,83.86,0.030000000000000002
7819,Las Vertientes winery Argentina,295.61,1001.5925,59.795,0.07250000000000001
7820,Château Val d'Arenc winery France,281.9275,1019.2825,79.215,0.052500000000000005
7821,Clifford Bay Estate winery New Zealand,290.48,1011.495,78.5125,0.145
7822,Acronym winery US,282.0375,1019.6025,73.3925,0.1125
7823,Mohua winery New Zealand,263.64,1018.41,76.75,0.005
7824,Groupe Clinet winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7825,Domaine Michel Lafarge winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7826,Château Couhins-Lurton winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7827,Vital winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
7828,Albino Piona winery Italy,275.7675,1016.0975000000001,83.08749999999999,0.11
7829,Piedrasassi winery US,285.08,1018.895,58.4075,0.01
7830,Munselle winery US,281.03249999999997,1018.5,79.155,0.0775
7831,Château Lamour winery France,278.52250000000004,1020.2625,76.66,0.2225
7832,William Murdoch winery New Zealand,291.85249999999996,1012.8599999999999,83.14500000000001,0.1575
7833,2Plank winery US,285.03749999999997,1018.05,69.39250000000001,0.04
7834,Borgo del Tiglio winery Italy,277.61,1016.7075,79.6325,0.14750000000000002
7835,Lucky Neko winery Germany,274.765,1020.09,75.65,0.1575
7836,Villa Pozzi winery Italy,276.885,1020.4425,71.7725,0.19
7837,Climbing winery Australia,271.33000000000004,1016.3325,80.11999999999999,0.1175
7838,Château de Lisennes winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7839,Brownstone winery US,276.885,1020.4425,71.7725,0.19
7840,Yves Giradin winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
7841,Pierre Jacolin winery France,278.405,1019.5975,90.47500000000001,0.0625
7842,Maison Marcel winery France,275.75,1017.125,87.71249999999999,0.1625
7843,Croma Vera winery US,280.2,1020.225,66.68,0.0125
7844,Dancing Creek winery US,281.61,1019.87,73.3725,0.0825
7845,Forchir winery Italy,277.61,1016.7075,79.6325,0.14750000000000002
7846,SVI winery US,284.70500000000004,1018.155,57.44,0.0125
7847,The Ghost in the Machine winery US,271.3325,1015.9725,69.47500000000001,0.12000000000000001
7848,Silver Veil winery US,279.46000000000004,1019.4825000000001,73.85,0.235
7849,Alder Fels winery US,276.885,1020.4425,71.7725,0.19
7850,Domaine Ste. Michelle winery US,276.885,1020.4425,71.7725,0.19
7851,Ca' Montini winery Italy,279.46000000000004,1019.4825000000001,73.85,0.235
7852,So Rare winery US,276.885,1020.4425,71.7725,0.19
7853,Bin 36 winery US,269.44,1018.5799999999999,78.08000000000001,0.1275
7854,Pacific Star winery US,281.03249999999997,1018.5,79.155,0.0775
7855,Hollick winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
7856,Marktree winery Australia,279.46000000000004,1019.4825000000001,73.85,0.235
7857,St. Andrews Estate winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
7858,Hamilton's Ewell Vineyard winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
7859,Château Haut-Goujon winery France,280.26,1023.8899999999999,86.18249999999999,0.17
7860,Züm winery Germany,274.495,1007.845,83.5625,0.0675
7861,Haak winery US,283.38250000000005,1020.1325,72.33000000000001,0.18
7862,Domaine Dozon winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
7863,Domaine de la Chezatte winery France,278.405,1019.5975,90.47500000000001,0.0625
7864,Villa di Bagnolo winery Italy,278.38250000000005,1014.4424999999999,83.13,0.45749999999999996
7865,Waugh Cellars winery US,271.33000000000004,1016.3325,80.11999999999999,0.1175
7866,Karma winery US,269.095,1001.7425,80.53,0.065
7867,Manoir du Capucin winery France,277.3075,1019.2425,81.31,0.0925
7868,Château de Garros winery France,274.765,1020.09,75.65,0.1575
7869,Gentilini winery Greece,281.135,1015.2175,79.82499999999999,0.0875
7870,Vincent Delaporte winery France,278.405,1019.5975,90.47500000000001,0.0625
7871,Illuminate winery US,280.0375,1020.4000000000001,73.5425,0.07
7872,Pittsburgh winery US,272.40999999999997,1017.0550000000001,77.96249999999999,0.1125
7873,Delaney Blue Vineyards winery US,274.115,1020.8325,77.925,0.11000000000000001
