,country,points,variety,winery,winery_search
93827,Italy,87,Chardonnay,Feudo Principi di Butera,Feudo Principi di Butera winery Italy
93828,US,87,Pinot Noir,Fogdog,Fogdog winery US
93830,US,87,Sauvignon Blanc,Handley,Handley winery US
93831,Italy,87,Sauvignon Blanc,Jacopo Biondi-Santi,Jacopo Biondi-Santi winery Italy
93832,US,87,Chardonnay,Tolosa,Tolosa winery US
93834,Austria,87,Sauvignon Blanc,Nigl,Nigl winery Austria
93836,France,87,Chardonnay,Pierre Morey,Pierre Morey winery France
93837,France,87,Chardonnay,Roux Père et Fils,Roux Père et Fils winery France
93842,France,87,Pinot Noir,Domaine Collotte,Domaine Collotte winery France
93843,France,87,Chardonnay,Domaine René Bouvier,Domaine René Bouvier winery France
93844,US,87,Cabernet Sauvignon,Duckhorn,Duckhorn winery US
93845,US,87,Pinot Noir,Durant,Durant winery US
93846,US,87,Pinot Noir,Easton,Easton winery US
93847,US,87,Sauvignon Blanc,Fetzer,Fetzer winery US
93851,Chile,87,Sauvignon Blanc,Viña Ventolera,Viña Ventolera winery Chile
93852,Australia,87,Chardonnay,Wakefield,Wakefield winery Australia
93856,US,87,Sauvignon Blanc,Pedroncelli,Pedroncelli winery US
93858,Chile,87,Chardonnay,Santa Ema,Santa Ema winery Chile
93859,US,87,Pinot Noir,Swick,Swick winery US
93861,US,87,Chardonnay,The Divining Rod,The Divining Rod winery US
93862,France,87,Rosé,Château Cantelaudette,Château Cantelaudette winery France
93864,France,87,Chardonnay,Domaine Faiveley,Domaine Faiveley winery France
93866,France,87,Rosé,Domaine Royal de Jarras,Domaine Royal de Jarras winery France
93869,US,88,Pinot Noir,Francis Tannahill,Francis Tannahill winery US
93870,US,88,Syrah,Gary Farrell,Gary Farrell winery US
93874,US,88,Riesling,Smith-Madrone,Smith-Madrone winery US
93875,New Zealand,88,Chardonnay,Peregrine,Peregrine winery New Zealand
93879,US,88,Pinot Noir,Torii Mor,Torii Mor winery US
93884,New Zealand,88,Chardonnay,Staete Landt,Staete Landt winery New Zealand
93886,US,88,Sauvignon Blanc,McGah Family,McGah Family winery US
93891,Morocco,88,Sauvignon Blanc,Ouled Thaleb,Ouled Thaleb winery Morocco
93896,Portugal,88,Pinot Noir,Quinta de Sant'Ana,Quinta de Sant'Ana winery Portugal
93899,Chile,86,Merlot,Emiliana,Emiliana winery Chile
93901,US,85,Chardonnay,Stephen's,Stephen's winery US
93902,US,85,Cabernet Sauvignon,Astrale e Terra,Astrale e Terra winery US
93903,US,85,Chardonnay,Athair,Athair winery US
93904,US,85,Cabernet Sauvignon,Bigvine,Bigvine winery US
93905,US,85,Chardonnay,Davis Bynum,Davis Bynum winery US
93906,Austria,85,Riesling,H. & M. Hofer,H. & M. Hofer winery Austria
93908,US,85,Pinot Noir,Verve,Verve winery US
93911,Australia,85,Sauvignon Blanc,De Bortoli,De Bortoli winery Australia
93915,Chile,85,Chardonnay,Santa Rita,Santa Rita winery Chile
93918,US,90,Chardonnay,Martin Ray,Martin Ray winery US
93921,US,90,Syrah,Efeste,Efeste winery US
93922,Germany,90,Riesling,Geh. Rat Dr. von Bassermann-Jordan,Geh. Rat Dr. von Bassermann-Jordan winery Germany
93923,France,90,Chardonnay,Gilles Morat,Gilles Morat winery France
93924,France,90,Chardonnay,Vignerons des Terres Secrètes,Vignerons des Terres Secrètes winery France
93925,Germany,90,Riesling,Wittmann,Wittmann winery Germany
93926,France,90,Chardonnay,Jean-Claude du Roure,Jean-Claude du Roure winery France
93927,US,90,Pinot Noir,La Crema,La Crema winery US
93930,Germany,90,Riesling,Reichsgraf von Kesselstatt,Reichsgraf von Kesselstatt winery Germany
93931,US,90,Cabernet Sauvignon,Robert Ramsay,Robert Ramsay winery US
93933,France,90,Chardonnay,Jean Rijckaert,Jean Rijckaert winery France
93935,France,90,Syrah,Laurent Miquel,Laurent Miquel winery France
93936,France,90,Chardonnay,Manuel Seguin,Manuel Seguin winery France
93937,France,90,Chardonnay,Manuel Seguin,Manuel Seguin winery France
93938,France,90,Chardonnay,Marcel Couturier,Marcel Couturier winery France
93940,US,90,Cabernet Sauvignon,Bell,Bell winery US
93943,France,90,Chardonnay,Château de Chamirey,Château de Chamirey winery France
93944,US,87,Merlot,Hearst Ranch,Hearst Ranch winery US
93951,Chile,87,Cabernet Sauvignon,Ventisquero,Ventisquero winery Chile
93952,Chile,87,Sauvignon Blanc,Viña Casas Patronales,Viña Casas Patronales winery Chile
93953,US,87,Pinot Noir,Jeff Gordon,Jeff Gordon winery US
93954,France,87,Sauvignon Blanc,Langlois-Chateau,Langlois-Chateau winery France
93955,US,87,Cabernet Sauvignon,Woodbridge by Robert Mondavi,Woodbridge by Robert Mondavi winery US
93958,US,83,Merlot,Bianchi,Bianchi winery US
93959,US,83,Syrah,Hahn,Hahn winery US
93961,Spain,83,Chardonnay,Coto de Hayas,Coto de Hayas winery Spain
93962,US,83,Cabernet Sauvignon,Silvan Ridge,Silvan Ridge winery US
93965,US,83,Pinot Noir,Van Duzer,Van Duzer winery US
93967,US,83,Cabernet Sauvignon,Husch,Husch winery US
93970,US,83,Syrah,Survivant,Survivant winery US
93973,US,82,Merlot,Frick,Frick winery US
93977,US,82,Syrah,San Simeon,San Simeon winery US
93978,US,82,Syrah,Obsidian Ridge,Obsidian Ridge winery US
93981,France,85,Chardonnay,Jacques Bourguigon,Jacques Bourguigon winery France
93982,France,85,Sauvignon Blanc,Joseph Mellot,Joseph Mellot winery France
93984,France,85,Rosé,Denis Jamain,Denis Jamain winery France
93989,France,85,Sauvignon Blanc,Jean-Max Roger,Jean-Max Roger winery France
93993,Spain,85,Rosé,Príncipe de Viana,Príncipe de Viana winery Spain
93995,US,85,Riesling,Sawtooth,Sawtooth winery US
93997,France,85,Sauvignon Blanc,Château de Thauvenay,Château de Thauvenay winery France
93998,Spain,85,Rosé,Despierta,Despierta winery Spain
93999,France,85,Rosé,Domaine Dyckerhoff,Domaine Dyckerhoff winery France
94001,US,85,Pinot Noir,Wagner,Wagner winery US
94004,Spain,85,Rosé,Tussock Jumper,Tussock Jumper winery Spain
94005,US,85,Cabernet Sauvignon,Austerity,Austerity winery US
94010,France,85,Rosé,Barton & Guestier,Barton & Guestier winery France
94011,US,85,Pinot Noir,Bridlewood,Bridlewood winery US
94014,New Zealand,85,Pinot Noir,Opawa,Opawa winery New Zealand
94016,US,85,Sauvignon Blanc,Stinson,Stinson winery US
94019,US,85,Merlot,Original House Wine,Original House Wine winery US
94020,US,85,Cabernet Sauvignon,Pear Valley,Pear Valley winery US
94021,France,85,Rosé,Ravoire et Fils,Ravoire et Fils winery France
94022,US,85,Sauvignon Blanc,Sterling,Sterling winery US
94024,US,85,Chardonnay,Three Thieves,Three Thieves winery US
94025,New Zealand,85,Pinot Noir,Lake Chalice,Lake Chalice winery New Zealand
94026,France,85,Rosé,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez winery France
94027,US,85,Riesling,Merritt,Merritt winery US
94029,US,85,Cabernet Sauvignon,StoneCap,StoneCap winery US
94030,US,85,Chardonnay,Sutcliffe,Sutcliffe winery US
94031,US,85,Riesling,Swedish Hill,Swedish Hill winery US
94034,US,85,Sauvignon Blanc,Verse & Chorus,Verse & Chorus winery US
94038,New Zealand,85,Pinot Noir,Grove Mill,Grove Mill winery New Zealand
94040,France,90,Chardonnay,Henri de Villamont,Henri de Villamont winery France
94044,US,90,Riesling,Washington Hills,Washington Hills winery US
94045,US,90,Rosé,Baiocchi Wines,Baiocchi Wines winery US
94049,France,90,Chardonnay,Domaine Jean Monnier et Fils,Domaine Jean Monnier et Fils winery France
94050,US,90,Riesling,Glenora,Glenora winery US
94051,US,90,Merlot,Hyatt,Hyatt winery US
94052,France,90,Pinot Noir,Joseph Faiveley,Joseph Faiveley winery France
94053,US,90,Cabernet Sauvignon,Mario Bazán,Mario Bazán winery US
94058,France,90,Pinot Noir,Vincent Sauvestre,Vincent Sauvestre winery France
94059,US,90,Cabernet Sauvignon,Hogue,Hogue winery US
94060,Canada,90,Riesling,Cave Spring,Cave Spring winery Canada
94061,France,90,Pinot Noir,Olivier Leflaive,Olivier Leflaive winery France
94062,France,90,Chardonnay,Pascal Bouchard,Pascal Bouchard winery France
94063,US,90,Pinot Noir,Patz & Hall,Patz & Hall winery US
94064,US,90,Riesling,Red Newt Cellars,Red Newt Cellars winery US
94067,US,90,Pinot Noir,Siduri,Siduri winery US
94072,US,86,Riesling,Hosmer,Hosmer winery US
94074,US,86,Riesling,Wagner,Wagner winery US
94075,New Zealand,86,Pinot Noir,Wairau River,Wairau River winery New Zealand
94079,US,86,Riesling,Blue Teal,Blue Teal winery US
94081,Italy,86,Rosé,Cantina Santadi,Cantina Santadi winery Italy
94085,US,86,Riesling,Ventosa,Ventosa winery US
94086,Italy,86,Syrah,Cusumano,Cusumano winery Italy
94091,France,86,Chardonnay,Maurice Ecard,Maurice Ecard winery France
94092,US,86,Pinot Noir,Storrs,Storrs winery US
94096,New Zealand,89,Pinot Noir,Craggy Range,Craggy Range winery New Zealand
94099,US,88,Pinot Noir,Amity Vineyards,Amity Vineyards winery US
94100,US,88,Pinot Noir,Amity Vineyards,Amity Vineyards winery US
94104,US,88,Pinot Noir,Brandborg,Brandborg winery US
94107,US,88,Pinot Noir,Clouds Rest,Clouds Rest winery US
94111,US,88,Pinot Noir,Lange,Lange winery US
94113,US,88,Pinot Noir,Paul Hobbs,Paul Hobbs winery US
94116,France,95,Pinot Noir,Domaine Perrot-Minot,Domaine Perrot-Minot winery France
94117,US,95,Cabernet Sauvignon,Kadiem,Kadiem winery US
94121,France,95,Pinot Noir,Domaine Faiveley,Domaine Faiveley winery France
94122,France,95,Chardonnay,Domaine Vincent Girardin,Domaine Vincent Girardin winery France
94123,US,95,Cabernet Sauvignon,Mark Ryan,Mark Ryan winery US
94124,US,95,Cabernet Sauvignon,Summers,Summers winery US
94125,France,95,Chardonnay,Domaine Jean-Paul et Benoît Droin,Domaine Jean-Paul et Benoît Droin winery France
94126,France,95,Chardonnay,Domaine Vincent Girardin,Domaine Vincent Girardin winery France
94129,France,94,Pinot Noir,Chanson Père et Fils,Chanson Père et Fils winery France
94130,France,94,Pinot Noir,Chanson Père et Fils,Chanson Père et Fils winery France
94131,France,94,Chardonnay,Domaine Laroche,Domaine Laroche winery France
94132,France,94,Pinot Noir,Domaine Perrot-Minot,Domaine Perrot-Minot winery France
94133,France,94,Pinot Noir,Domaine Perrot-Minot,Domaine Perrot-Minot winery France
94134,France,94,Chardonnay,Chanson Père et Fils,Chanson Père et Fils winery France
94135,US,94,Pinot Noir,Foxen,Foxen winery US
94136,US,94,Chardonnay,Gorman,Gorman winery US
94137,France,94,Chardonnay,Louis Latour,Louis Latour winery France
94138,France,94,Chardonnay,Louis Latour,Louis Latour winery France
94139,France,94,Chardonnay,Pascal Bouchard,Pascal Bouchard winery France
94140,US,94,Cabernet Sauvignon,Sabina Vineyards,Sabina Vineyards winery US
94142,France,94,Pinot Noir,Domaine Drouhin-Laroze,Domaine Drouhin-Laroze winery France
94143,US,93,Pinot Noir,Red Stich,Red Stich winery US
94144,US,93,Pinot Noir,Saintsbury,Saintsbury winery US
94146,US,93,Cabernet Sauvignon,Maloney,Maloney winery US
94150,US,93,Cabernet Sauvignon,Abeja,Abeja winery US
94156,US,93,Chardonnay,Saxon Brown,Saxon Brown winery US
94157,US,93,Cabernet Sauvignon,Sculpterra,Sculpterra winery US
94158,US,93,Cabernet Sauvignon,Sojourn,Sojourn winery US
94160,Austria,93,Riesling,Fischer,Fischer winery Austria
94162,US,92,Merlot,Januik,Januik winery US
94163,Israel,92,Cabernet Sauvignon,Jerusalem Wineries,Jerusalem Wineries winery Israel
94164,Austria,92,Sauvignon Blanc,Lackner Tinnacher,Lackner Tinnacher winery Austria
94165,US,92,Syrah,Lantz,Lantz winery US
94168,US,92,Merlot,Stevens,Stevens winery US
94169,US,92,Syrah,Stolen Horse,Stolen Horse winery US
94170,US,92,Pinot Noir,Wrights Station,Wrights Station winery US
94172,US,85,Pinot Noir,Kudos,Kudos winery US
94174,US,85,Chardonnay,Kendall-Jackson,Kendall-Jackson winery US
94177,US,85,Rosé,Black Stallion,Black Stallion winery US
94180,US,85,Riesling,Carmel Road,Carmel Road winery US
94182,US,85,Pinot Noir,Castle Rock,Castle Rock winery US
94183,Chile,85,Merlot,Caliterra,Caliterra winery Chile
94189,France,85,Chardonnay,Pascal Bouchard,Pascal Bouchard winery France
94190,US,85,Sauvignon Blanc,Rutherford Hill,Rutherford Hill winery US
94192,Chile,85,Cabernet Sauvignon,Casa Rivas,Casa Rivas winery Chile
94193,France,85,Sauvignon Blanc,Lionel Osmin & Cie,Lionel Osmin & Cie winery France
94195,US,85,Riesling,Ste. Chapelle,Ste. Chapelle winery US
94199,US,85,Cabernet Sauvignon,Loken Cellars,Loken Cellars winery US
94206,France,92,Syrah,Delas Frères,Delas Frères winery France
94207,US,92,Pinot Noir,J. Lohr,J. Lohr winery US
94210,Chile,92,Syrah,Lapostolle,Lapostolle winery Chile
94222,New Zealand,92,Syrah,Craggy Range,Craggy Range winery New Zealand
94224,US,92,Syrah,Dusted Valley,Dusted Valley winery US
94225,US,92,Chardonnay,Efeste,Efeste winery US
94226,US,92,Riesling,Chateau Ste. Michelle,Chateau Ste. Michelle winery US
94227,US,92,Chardonnay,Red Car,Red Car winery US
94228,US,92,Chardonnay,Sextant,Sextant winery US
94232,US,95,Chardonnay,Rochioli,Rochioli winery US
94237,US,94,Cabernet Sauvignon,B.R. Cohn,B.R. Cohn winery US
94238,US,94,Cabernet Sauvignon,Carte Blanche,Carte Blanche winery US
94239,US,94,Cabernet Sauvignon,Casa Piena,Casa Piena winery US
94240,US,94,Cabernet Sauvignon,Peju,Peju winery US
94242,US,94,Syrah,Rasa,Rasa winery US
94243,US,94,Cabernet Sauvignon,Sojourn,Sojourn winery US
94244,US,94,Cabernet Sauvignon,Kontos,Kontos winery US
94246,US,94,Cabernet Sauvignon,Boudreaux Cellars,Boudreaux Cellars winery US
94251,Chile,84,Chardonnay,Errazuriz,Errazuriz winery Chile
94252,Chile,84,Sauvignon Blanc,François Lurton,François Lurton winery Chile
94254,US,84,Chardonnay,Tarara,Tarara winery US
94255,US,84,Syrah,Two Rivers,Two Rivers winery US
94258,Portugal,84,Rosé,Falua,Falua winery Portugal
94259,US,84,Chardonnay,Lander-Jenkins,Lander-Jenkins winery US
94261,US,83,Merlot,Pavillion Crossing,Pavillion Crossing winery US
94262,US,83,Merlot,Red Rock,Red Rock winery US
94265,Chile,83,Merlot,Catrala,Catrala winery Chile
94266,US,83,Cabernet Sauvignon,Cherokee Vineyards,Cherokee Vineyards winery US
94267,US,83,Riesling,Debonné,Debonné winery US
94269,Chile,83,Sauvignon Blanc,Viña el Aromo,Viña el Aromo winery Chile
94277,Chile,83,Sauvignon Blanc,Echeverria,Echeverria winery Chile
94278,Chile,83,Pinot Noir,Indomita,Indomita winery Chile
94289,US,88,Syrah,Hawkins Cellars,Hawkins Cellars winery US
94292,US,88,Pinot Noir,Lamoreaux Landing,Lamoreaux Landing winery US
94293,US,88,Chardonnay,LaZarre,LaZarre winery US
94295,US,88,Cabernet Sauvignon,Malibu Rocky Oaks,Malibu Rocky Oaks winery US
94296,US,88,Pinot Noir,Martin Ranch,Martin Ranch winery US
94297,Chile,88,Pinot Noir,Matetic,Matetic winery Chile
94298,US,88,Cabernet Sauvignon,Medlock Ames,Medlock Ames winery US
94299,US,88,Cabernet Sauvignon,Oberon,Oberon winery US
94304,US,88,Chardonnay,Rooster Hill,Rooster Hill winery US
94305,US,88,Chardonnay,Ryan Patrick,Ryan Patrick winery US
94306,Italy,88,Cabernet Sauvignon,Sangervasio,Sangervasio winery Italy
94307,US,88,Chardonnay,Silver Stag,Silver Stag winery US
94308,Italy,88,Cabernet Sauvignon,Tenuta Poggio Rosso,Tenuta Poggio Rosso winery Italy
94311,US,85,Chardonnay,Gen5,Gen5 winery US
94316,US,85,Chardonnay,Clos du Val,Clos du Val winery US
94317,Chile,85,Riesling,Cono Sur,Cono Sur winery Chile
94318,US,85,Chardonnay,Counter Punch,Counter Punch winery US
94323,US,85,Sauvignon Blanc,Mirassou,Mirassou winery US
94325,US,85,Syrah,Pheasant Valley Winery,Pheasant Valley Winery winery US
94326,US,85,Pinot Noir,Roadhouse Winery,Roadhouse Winery winery US
94328,US,85,Chardonnay,Rutherford Hill,Rutherford Hill winery US
94330,US,85,Merlot,Spellbound,Spellbound winery US
94332,France,85,Pinot Noir,Le Grand Noir,Le Grand Noir winery France
94333,US,85,Pinot Noir,Buena Vista,Buena Vista winery US
94335,Chile,85,Chardonnay,Cono Sur,Cono Sur winery Chile
94337,France,85,Chardonnay,Domaine Luquet,Domaine Luquet winery France
94339,Chile,85,Sauvignon Blanc,Echeverria,Echeverria winery Chile
94340,US,85,Pinot Noir,Angeline,Angeline winery US
94343,US,85,Cabernet Sauvignon,Breaux,Breaux winery US
94344,US,85,Syrah,Calcareous,Calcareous winery US
94345,US,85,Merlot,Chateau Ste. Michelle,Chateau Ste. Michelle winery US
94349,France,85,Pinot Noir,Domaine Zinck,Domaine Zinck winery France
94350,Argentina,85,Cabernet Sauvignon,Doña Paula,Doña Paula winery Argentina
94356,Argentina,85,Merlot,Zolo,Zolo winery Argentina
94359,US,85,Cabernet Sauvignon,Rutherford Ranch,Rutherford Ranch winery US
94361,US,85,Merlot,Whitehall Lane,Whitehall Lane winery US
94375,France,90,Sauvignon Blanc,Château Tour des Gendres,Château Tour des Gendres winery France
94376,US,90,Chardonnay,Cuvaison,Cuvaison winery US
94377,US,90,Cabernet Sauvignon,Darioush,Darioush winery US
94379,US,90,Riesling,Dunham,Dunham winery US
94381,US,90,Cabernet Sauvignon,Folie à Deux,Folie à Deux winery US
94382,US,90,Cabernet Sauvignon,Frisson Wines,Frisson Wines winery US
94383,US,90,Chardonnay,Gen5,Gen5 winery US
94386,US,90,Cabernet Sauvignon,Hess Select,Hess Select winery US
94387,US,90,Cabernet Sauvignon,History,History winery US
94392,US,85,Rosé,Bonneau,Bonneau winery US
94394,Chile,85,Merlot,Carmen,Carmen winery Chile
94395,Argentina,85,Cabernet Sauvignon,Cristobal 1492,Cristobal 1492 winery Argentina
94396,France,85,Riesling,Dopff & Irion,Dopff & Irion winery France
94398,France,85,Rosé,Les Vignerons de la Méditerranée,Les Vignerons de la Méditerranée winery France
94399,France,85,Chardonnay,Maison Jean-Baptiste Béjot,Maison Jean-Baptiste Béjot winery France
94400,Chile,85,Cabernet Sauvignon,Sassy Bitch,Sassy Bitch winery Chile
94401,France,85,Chardonnay,Simonnet-Febvre,Simonnet-Febvre winery France
94402,New Zealand,85,Chardonnay,Te Awa,Te Awa winery New Zealand
94403,Italy,85,Chardonnay,Tenuta Santomè,Tenuta Santomè winery Italy
94404,Italy,85,Sauvignon Blanc,Avignonesi,Avignonesi winery Italy
94405,Chile,85,Sauvignon Blanc,Chono,Chono winery Chile
94406,Chile,85,Cabernet Sauvignon,Cono Sur,Cono Sur winery Chile
94408,New Zealand,85,Chardonnay,Craggy Range,Craggy Range winery New Zealand
94409,Chile,85,Chardonnay,Domaines Barons de Rothschild (Lafite),Domaines Barons de Rothschild (Lafite) winery Chile
94410,Chile,85,Cabernet Sauvignon,Viu Manent,Viu Manent winery Chile
94411,US,85,Cabernet Sauvignon,Lyeth,Lyeth winery US
94412,US,85,Cabernet Sauvignon,Martin Ray,Martin Ray winery US
94415,US,85,Cabernet Sauvignon,Prestwood,Prestwood winery US
94421,US,88,Chardonnay,Talley,Talley winery US
94427,South Africa,88,Sauvignon Blanc,Nederburg,Nederburg winery South Africa
94433,New Zealand,88,Sauvignon Blanc,Whitehaven,Whitehaven winery New Zealand
94441,US,88,Pinot Noir,Domaine Alfred,Domaine Alfred winery US
94444,Australia,88,Riesling,Leasingham,Leasingham winery Australia
94445,France,95,Sauvignon Blanc,Henri Bourgeois,Henri Bourgeois winery France
94446,US,95,Pinot Noir,Lazy Creek,Lazy Creek winery US
94449,US,95,Chardonnay,Paul Hobbs,Paul Hobbs winery US
94457,France,87,Rosé,Chateau Peyrassol,Chateau Peyrassol winery France
94461,France,87,Rosé,Domaine des Fouques,Domaine des Fouques winery France
94463,France,87,Sauvignon Blanc,Domaine du Tariquet,Domaine du Tariquet winery France
94464,France,87,Rosé,Domaine Sainte-Marie,Domaine Sainte-Marie winery France
94466,France,87,Rosé,Domaines Pierre Chavin,Domaines Pierre Chavin winery France
94469,US,87,Pinot Noir,Fess Parker,Fess Parker winery US
94471,France,87,Rosé,Figuière,Figuière winery France
94473,US,87,Merlot,Hightower,Hightower winery US
94474,US,87,Sauvignon Blanc,Billsboro,Billsboro winery US
94478,US,87,Cabernet Sauvignon,AuburnJames,AuburnJames winery US
94479,New Zealand,87,Sauvignon Blanc,Ponga,Ponga winery New Zealand
94480,US,87,Pinot Noir,Lemelson,Lemelson winery US
